word	length	is_adjective	is_noun	is_other	wn_adj	wn_noun	ref_adj	ref_noun	source_set	is_corroborated	biology_obscure	drop_reason	metaphone_code	quality_tier	playfulness_score	concreteness_score
shanny	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	XN	4	0	-13
shans	5	0	1	0	0	1	0	0	wordle_guesses	1	0	plural:shan	XNS	3	0	-2
shanty	6	0	1	0	0	1	0	0	eff,english_alpha	1	0		XNT	2	0	0
shape	5	0	1	0	0	1	0	1	eff,english_alpha,google_10000,haikunatorjs_nouns,heroku_nouns,wordle_answers	1	0		XP	0	0	6
shaped	6	1	0	0	1	0	1	0	english_alpha,google_10000,simple_adjectives	1	0		XPT	1	3	0
shapely	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XPL	2	2	0
shaper	6	0	1	0	0	1	0	0	english_alpha	0	0		XPR	4	0	-8
shapers	7	0	1	0	0	1	0	0	english_alpha	0	0		XPRS	4	0	-8
shapes	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	plural:shape	XPS	3	0	1
shaping	7	1	1	0	1	1	1	0	eff,english_alpha,simple_adjectives	1	0		XPNK	2	0	-2
shard	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		XRT	2	0	2
shards	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:shard	XRTS	4	0	-8
share	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000,wordle_answers	1	0	abstract_corporate:noun_manual	XR	1	0	1
shared	6	1	0	0	1	0	1	0	english_alpha,google_10000,simple_adjectives	1	0		XRT	1	1	0
sharer	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XRR	4	0	-10
sharers	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XRRS	4	0	-10
shares	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	plural:share	XRS	3	0	1
shari	5	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XR	4	0	-8
sharia	6	0	1	0	0	1	0	0	english_alpha	0	0	demographic:manual	XR	4	0	-10
sharing	7	1	1	0	1	1	1	0	english_alpha,google_10000,simple_adjectives	1	0		XRNK	1	1	-1
shark	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_answers	1	0		XRK	1	0	3
sharks	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:shark	XRKS	4	0	-8
sharp	5	1	1	0	1	1	1	0	english_alpha,google_10000,moby_adj,simple_adjectives,wordle_answers	1	0	brand:manual	XRP	0	3	1
sharper	7	1	1	0	1	1	0	0	eff,english_alpha	1	0	comparative:sharp	XRPR	2	0	0
sharpie	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		XRP	2	0	0
sharps	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:sharp	XRPS	4	0	-10
sharpy	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XRP	4	0	-10
shasta	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XST	4	0	-10
shastan	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XSTN	4	0	-12
shave	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		XF	2	0	-2
shaved	6	1	0	0	1	0	1	0	english_alpha,google_10000,simple_adjectives	1	0		XFT	1	1	0
shaven	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XFN	2	0	0
shaver	6	0	1	0	0	1	0	0	english_alpha	0	0		XFR	4	0	-8
shavers	7	0	1	0	0	1	0	0	english_alpha	0	0		XFRS	4	0	-8
shaves	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:shave	XFS	4	0	-12
shavian	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0	proper_noun:lex_heuristic	XFN	2	-1	0
shaving	7	0	1	0	0	1	0	0	english_alpha	0	0	gerund:shave	XFNK	4	0	-10
shaw	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic	X	3	0	1
shawl	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers	1	0		XL	2	0	2
shawls	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:shawl	XLS	4	0	-8
shawm	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		XM	3	0	2
shawms	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:shawm	XMS	4	0	-8
shawn	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	proper_noun:lex_heuristic	XN	3	0	0
shawnee	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XN	4	0	-12
shawny	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	XN	4	0	-13
shaws	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	proper_noun:lex_heuristic	XS	3	0	0
shawwal	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XWL	4	0	-12
shay	4	0	1	0	0	1	0	0	english_alpha	0	0		X	4	0	-8
shays	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:shay	XS	3	0	2
sheaf	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		XF	3	0	2
sheafs	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:sheaf	XFS	4	0	-8
shear	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		XR	2	0	0
sheared	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XRT	2	2	0
shearer	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XRR	4	0	-10
shears	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:shear	XRS	4	0	-10
sheath	6	0	1	0	0	1	0	0	eff,english_alpha	1	0		X0	2	0	2
sheaths	7	0	1	0	0	1	0	0	english_alpha	0	0		X0S	4	0	-8
sheathy	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		X0	2	0	0
sheaves	7	0	1	0	0	1	0	0	english_alpha	0	0		XFS	4	0	-8
shebang	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XBNK	4	0	-10
shebat	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XBT	4	0	-12
shebeen	7	0	1	0	0	1	0	0	english_alpha	0	0		XBN	4	0	-8
shed	4	1	1	0	1	1	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives	1	0		XT	1	1	3
shedder	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XTR	4	0	-10
sheder	6	1	0	0	1	0	0	0	english_alpha	0	0	comparative:shed	XTR	4	-10	0
sheds	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:shed	XTS	3	0	2
sheen	5	1	1	0	0	1	1	0	english_alpha,simple_adjectives,wordle_answers	1	0		XN	2	0	-2
sheens	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:sheen	XNS	4	0	-12
sheeny	6	1	1	0	1	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XN	4	-8	-10
sheep	5	0	1	0	0	1	0	0	eff,english_alpha,google_10000,wordle_answers	1	0		XP	1	0	3
sheer	5	1	0	0	1	0	1	0	english_alpha,google_10000,simple_adjectives,wordle_answers	1	0		XR	1	3	0
sheerer	7	1	0	0	1	0	0	0	english_alpha	0	0	comparative:sheer	XRR	4	-8	0
sheet	5	0	1	0	0	1	0	0	eff,english_alpha,google_10000,wordle_answers	1	0		XT	1	0	1
sheets	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	plural:sheet	XTS	3	0	1
shegetz	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XJTS	4	0	-10
sheik	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		XK	2	0	0
sheikh	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XKH	4	0	-10
sheikhs	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XKHS	4	0	-10
sheiks	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XKS	4	0	-10
shekel	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XKL	4	0	-12
shekels	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XKLS	4	0	-12
shelf	5	0	1	0	0	1	0	0	eff,english_alpha,google_10000,wordle_answers	1	0		XLF	1	0	3
shelfy	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XLF	2	0	0
shell	5	1	1	0	0	1	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives,wordle_answers	1	0	brand:manual	XL	1	1	3
shellac	7	0	1	0	0	1	0	0	english_alpha	0	0		XLK	4	0	-8
shelled	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XLT	2	0	0
sheller	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XLR	4	0	-10
shelley	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XL	4	0	-10
shells	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:shell	XLS	4	0	-8
shelly	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		XL	2	0	0
shelter	7	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		XLTR	1	0	1
shelver	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XLFR	4	0	-10
shelves	7	0	1	0	0	1	0	0	english_alpha	0	0		XLFS	4	0	-8
shelvy	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XLF	2	0	0
shem	4	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XM	4	0	-10
shema	5	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XM	4	0	-12
sherbet	7	0	1	0	0	1	0	0	english_alpha	0	0		XRBT	4	0	-8
sherd	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		XRT	3	0	2
sherds	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:sherd	XRTS	4	0	-8
sheriff	7	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		XRF	1	0	1
sherman	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic	XRMN	3	0	3
sherpa	6	0	1	0	0	1	0	0	english_alpha	0	0	demographic:manual	XRP	4	0	-10
sherpas	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XRPS	4	0	-10
sherry	6	0	1	0	0	1	0	0	eff,english_alpha	1	0		XR	2	0	2
shia	4	0	1	0	0	1	0	0	english_alpha	0	0	demographic:manual	X	4	0	-10
shiah	5	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0		X	2	0	0
shiatsu	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XTS	4	0	-12
shibah	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XB	4	0	-12
shibahs	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XBS	4	0	-12
shield	6	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		XLT	1	0	3
shields	7	0	1	0	0	1	0	0	english_alpha	0	0		XLTS	4	0	-8
shier	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0	comparative:shy	XR	2	0	0
shies	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		XS	3	0	-2
shiest	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	superlative:shy	XST	2	0	0
shift	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers	1	0		XFT	1	0	1
shifter	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		XFTR	2	0	2
shifts	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:shift	XFTS	4	0	-10
shifty	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		XFT	2	0	0
shiism	6	0	1	0	0	1	0	0	english_alpha	0	0	demographic:manual	XSM	4	0	-12
shiite	6	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0	demographic:manual	XT	2	0	0
shiksa	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XKS	4	0	-10
shiksas	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XKSS	4	0	-10
shikse	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XKS	4	0	-10
shikses	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XKSS	4	0	-10
shill	5	1	1	0	0	1	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		XL	2	0	0
shills	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XLS	4	0	-10
shiloh	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XL	4	0	-12
shim	4	0	1	0	0	1	0	0	english_alpha	0	0		XM	4	0	-8
shimmer	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		XMR	2	0	-2
shimmy	6	0	1	0	0	1	0	0	eff,english_alpha	1	0		XM	2	0	0
shims	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:shim	XMS	3	0	2
shin	4	0	1	0	0	1	0	0	english_alpha	0	0		XN	4	0	-10
shina	5	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XN	4	0	-12
shindig	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		XNTK	2	0	0
shindy	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XNT	4	0	-10
shindys	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XNTS	4	0	-10
shine	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000,wordle_answers	1	0		XN	1	0	-1
shiner	6	0	1	0	0	1	0	0	english_alpha	0	0		XNR	4	0	-10
shiners	7	0	1	0	0	1	0	0	english_alpha	0	0		XNRS	4	0	-10
shines	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:shine	XNS	4	0	-12
shingle	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		XNKL	2	0	2
shingly	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XNKL	2	0	0
shingon	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XNKN	4	0	-12
shinier	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	comparative:shiny	XNR	2	2	0
shining	7	1	1	0	1	1	1	0	eff,english_alpha,simple_adjectives	1	0		XNNK	2	2	-2
shinney	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XN	4	0	-12
shinny	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XN	4	0	-12
shins	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:shin	XNS	3	0	0
shinto	6	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0	demographic:manual	XNT	2	-1	-2
shiny	5	1	0	0	1	0	1	0	eff,english_alpha,haikunatorjs_adj,simple_adjectives,wordle_answers	1	0		XN	0	4	0
ship	4	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		XP	1	0	3
shipper	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XPR	4	0	-10
ships	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses	1	0	plural:ship	XPS	2	0	3
shipway	7	0	1	0	0	1	0	0	english_alpha	0	0		XPW	4	0	-8
shiraz	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XRS	4	0	-8
shire	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		XR	2	0	2
shires	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:shire	XRS	4	0	-8
shirker	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XRKR	4	0	-10
shirt	5	0	1	0	0	1	0	0	eff,english_alpha,google_10000,wordle_answers	1	0		XRT	1	0	3
shirts	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	plural:shirt	XRTS	3	0	3
shirty	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XRT	2	0	0
shit	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	profanity:ldnoobw_exact	XT	3	0	1
shite	5	0	1	0	0	1	0	0	wordle_guesses	1	0	profanity_substr:shit	XT	3	0	2
shits	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	profanity_substr:shit	XTS	3	0	0
shittah	7	0	1	0	0	1	0	0	english_alpha	0	1	profanity_substr:shit	XT	4	0	-13
shittim	7	0	1	0	0	1	0	0	english_alpha	0	1	profanity_substr:shit	XTM	4	0	-13
shitty	6	1	0	0	1	0	0	0	english_alpha	0	0	profanity:ldnoobw_exact	XT	4	-10	0
shiv	4	0	1	0	0	1	0	0	english_alpha	0	0		XF	4	0	-8
shiva	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	demographic:manual	XF	3	0	-2
shivah	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XF	4	0	-12
shivahs	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XFS	4	0	-12
shivas	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XFS	4	0	-12
shiver	6	0	1	0	0	1	0	0	bip39,english_alpha	1	0		XFR	2	0	-2
shivers	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XFRS	4	0	-12
shivery	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XFR	2	0	0
shivs	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:shiv	XFS	3	0	2
shlep	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		XLP	3	0	-2
shlock	6	0	1	0	0	1	0	0	english_alpha	0	0		XLK	4	0	-8
shlocks	7	0	1	0	0	1	0	0	english_alpha	0	0		XLKS	4	0	-8
shmaltz	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XMLTS	4	0	-12
shmo	4	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XM	4	0	-10
shmoes	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XMS	4	0	-10
shnook	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XNK	4	0	-10
shoal	5	1	1	0	0	1	1	0	english_alpha,simple_adjectives,wordle_answers	1	0		XL	2	0	2
shoals	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:shoal	XLS	4	0	-8
shoaly	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XL	2	0	0
shoat	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		XT	3	0	2
shoats	6	0	1	0	0	1	0	0	english_alpha	0	1	plural:shoat	XTS	4	0	-13
shock	5	1	1	0	0	1	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives,wordle_answers	1	0	body_medical:manual	XK	1	1	1
shocked	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XKT	2	0	0
shocker	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XKR	4	0	-12
shocks	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:shock	XKS	4	0	-10
shod	4	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XT	2	0	0
shodden	7	1	0	0	1	0	0	0	english_alpha	0	0		XTN	4	-10	0
shoddy	6	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0		XT	2	0	2
shoder	6	1	0	0	1	0	0	0	english_alpha	0	0	comparative:shod	XTR	4	-10	0
shoe	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		X	1	0	3
shoed	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		XT	2	0	0
shoes	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses	1	0	plural:shoe	XS	2	0	1
shofar	6	0	1	0	0	1	0	0	english_alpha	0	0		XFR	4	0	-8
shofars	7	0	1	0	0	1	0	0	english_alpha	0	0		XFRS	4	0	-8
shogi	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		XJ	3	0	-2
shogun	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XKN	4	0	-10
shoguns	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XKNS	4	0	-10
shoji	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		XJ	3	0	2
shojis	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:shoji	XJS	4	0	-8
shona	5	1	1	0	1	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XN	4	-11	-12
shoofly	7	0	1	0	0	1	0	0	english_alpha	0	0		XFL	4	0	-8
shook	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		XK	2	0	2
shooks	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:shook	XKS	4	0	-8
shoot	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers	1	0	violence:manual	XT	1	0	1
shooter	7	0	1	0	0	1	0	0	english_alpha	0	0		XTR	4	0	-8
shoots	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:shoot	XTS	4	0	-10
shop	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		XP	1	0	1
shophar	7	0	1	0	0	1	0	0	english_alpha	0	0		XFR	4	0	-8
shopper	7	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		XPR	1	0	1
shops	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses	1	0	plural:shop	XPS	2	0	1
shore	5	1	1	0	0	1	1	0	eff,english_alpha,google_10000,simple_adjectives,wordle_answers	1	0		XR	1	1	3
shorea	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	XR	4	0	-13
shores	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:shore	XRS	4	0	-8
shoring	7	0	1	0	0	1	0	0	english_alpha	0	0	gerund:shore	XRNK	4	0	-10
shorn	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_answers	1	0		XRN	2	0	0
short	5	1	1	0	1	1	1	0	bip39,english_alpha,google_10000,simple_adjectives,wordle_answers	1	0		XRT	1	3	1
shorter	7	1	0	0	1	0	0	0	eff,english_alpha,google_10000	1	0	comparative:short	XRTR	1	3	0
shortia	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	XRX	4	0	-13
shorts	6	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0	plural:short	XRTS	1	0	1
shorty	6	1	0	0	0	0	1	0	eff,english_alpha,simple_adjectives	1	0		XRT	2	0	0
shot	4	1	1	0	1	1	1	0	english_alpha,google_10000,simple_adjectives	1	0		XT	1	3	1
shote	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		XT	3	0	2
shotes	6	0	1	0	0	1	0	0	english_alpha	0	1	plural:shote	XTS	4	0	-13
shotgun	7	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0		XTKN	2	0	2
shots	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses	1	0	plural:shot	XTS	2	0	1
shotten	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		XTN	2	0	0
shout	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers	1	0		XT	2	0	-2
shouted	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XTT	2	0	0
shouter	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XTR	4	0	-10
shouts	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XTS	4	0	-12
shove	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,wordle_answers	1	0		XF	2	0	-2
shovel	6	0	1	0	0	1	0	0	english_alpha	0	0		XFL	4	0	-10
shovels	7	0	1	0	0	1	0	0	english_alpha	0	0		XFLS	4	0	-10
shover	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XFR	4	0	-10
shovers	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XFRS	4	0	-10
shoves	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:shove	XFS	4	0	-12
show	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		X	3	0	-1
shower	6	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		XWR	1	0	1
showers	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		XWRS	3	0	1
showery	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XWR	2	2	0
showier	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	comparative:showy	XWR	2	0	0
showing	7	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0	gerund:show	XWNK	1	0	-1
showman	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		XMN	2	0	0
showmen	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XMN	4	0	-10
shows	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses	1	0	plural:show	XS	2	0	-1
showy	5	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives,wordle_answers	1	0		X	2	0	0
shred	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		XRT	3	0	0
shreds	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:shred	XRTS	4	0	-10
shrew	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		XR	2	0	2
shrewd	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XRT	2	0	0
shrews	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:shrew	XRS	4	0	-8
shriek	6	0	1	0	0	1	0	0	eff,english_alpha	1	0		XRK	2	0	-2
shrieks	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XRKS	4	0	-12
shrift	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XRFT	4	0	-12
shrifts	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XRFTS	4	0	-12
shrike	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	XRK	4	0	-13
shrikes	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	XRKS	4	0	-13
shrill	6	1	0	0	1	0	1	0	eff,english_alpha,haikunatorjs_adj,simple_adjectives	1	0		XRL	0	4	0
shrimp	6	0	1	0	0	1	0	0	bip39,eff,english_alpha	1	0		XRMP	2	0	2
shrimps	7	0	1	0	0	1	0	0	english_alpha	0	0		XRMPS	4	0	-8
shrimpy	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XRMP	2	2	0
shrine	6	0	1	0	0	1	0	0	eff,english_alpha	1	0	demographic:manual	XRN	2	0	2
shrines	7	0	1	0	0	1	0	0	english_alpha	0	0		XRNS	4	0	-8
shrink	6	0	1	0	0	1	0	0	eff,english_alpha	1	0		XRNK	2	0	0
