word	length	is_adjective	is_noun	is_other	wn_adj	wn_noun	ref_adj	ref_noun	source_set	is_corroborated	biology_obscure	drop_reason	metaphone_code
schinus	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	SXNS
schism	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	SXSM
schisms	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	SXSMS
schist	6	0	1	0	0	1	0	0	english_alpha	0	0		SXST
schists	7	0	1	0	0	1	0	0	english_alpha	0	0		SXSTS
schizo	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	demographic:manual	SXS
schlep	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	SXLP
schleps	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	SXLPS
schlock	7	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0		SXLK
schmalz	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	SXMLS
schmear	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	SXMR
schmeer	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	SXMR
schmo	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		SXM
schmoes	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SXMS
schmuck	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SXMK
schnaps	7	0	1	0	0	1	0	0	english_alpha	0	0		SXNPS
schnook	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SXNK
schnoz	6	0	1	0	0	1	0	0	english_alpha	0	0		SXNS
scholar	7	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		SXLR
scholia	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SXL
school	6	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		SXL
schools	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		SXLS
schorl	6	0	1	0	0	1	0	0	english_alpha	0	0		SXRL
schorls	7	0	1	0	0	1	0	0	english_alpha	0	0		SXRLS
schtick	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	SXTK
schwa	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		SXW
schwas	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SXWS
sciaena	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	SXN
sciara	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	SXR
sciarid	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	SXRT
sciatic	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SXTK
science	7	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		SSNS
scilla	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	SSL
scillas	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	SSLS
scincid	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	SSNST
scincus	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	SSNKS
scion	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers	1	0		SSN
scions	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SSNS
scirpus	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	SSRPS
sciurus	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	SSRS
sclaff	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	SKLF
sclaffs	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	SKLFS
sclera	6	0	1	0	0	1	0	0	english_alpha	0	0		SKLR
scleras	7	0	1	0	0	1	0	0	english_alpha	0	0		SKLRS
scoff	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers	1	0		SKF
scoffer	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SKFR
scoffs	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SKFS
scoke	5	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	SKK
scold	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		SKLT
scolder	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SKLTR
scolds	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SKLTS
scolion	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SKLN
scollop	7	0	1	0	0	1	0	0	english_alpha	0	0		SKLP
scomber	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	SKMBR
sconce	6	0	1	0	0	1	0	0	english_alpha	0	0		SKNS
sconces	7	0	1	0	0	1	0	0	english_alpha	0	0		SKNSS
scone	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers	1	0		SKN
scones	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:scone	SKNS
scoop	5	0	1	0	0	1	0	0	eff,english_alpha,google_10000,wordle_answers	1	0		SKP
scoops	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:scoop	SKPS
scooter	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		SKTR
scopate	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SKPT
scope	5	0	1	0	0	1	0	0	eff,english_alpha,google_10000,wordle_answers	1	0	abstract_corporate:noun_manual	SKP
scopes	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SKPS
scorch	6	0	1	0	0	1	0	0	eff,english_alpha	1	0		SKRX
scorchs	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	SKRXS
score	5	1	1	0	0	1	1	0	english_alpha,google_10000,simple_adjectives,wordle_answers	1	0		SKR
scorer	6	0	1	0	0	1	0	0	eff,english_alpha	1	0		SKRR
scorers	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SKRRS
scores	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	plural:score	SKRS
scoria	6	0	1	0	0	1	0	0	english_alpha	0	0		SKR
scoriae	7	0	1	0	0	1	0	0	english_alpha	0	0		SKR
scoring	7	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0	gerund:score	SKRNK
scorn	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers	1	0		SKRN
scorned	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SKRNT
scorner	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SKRNR
scorns	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:scorn	SKRNS
scorper	7	0	1	0	0	1	0	0	english_alpha	0	0		SKRPR
scorpio	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SKRP
scot	4	0	1	0	0	1	0	0	english_alpha	0	0	demographic:manual	SKT
scotch	6	1	1	0	1	1	1	0	eff,english_alpha,simple_adjectives	1	0	demographic:manual	SKX
scoter	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	SKTR
scoters	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	SKTRS
scotism	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SKTSM
scotoma	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	SKTM
scots	5	1	1	0	1	1	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0	demographic:manual	SKTS
scott	5	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic	SKT
scottie	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	SKT
scour	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		SKR
scoured	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		SKRT
scourer	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SKRR
scourge	7	0	1	0	0	1	0	0	english_alpha	0	0		SKRJ
scours	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:scour	SKRS
scouse	6	0	1	0	0	1	0	0	english_alpha	0	0		SKS
scouses	7	0	1	0	0	1	0	0	english_alpha	0	0		SKSS
scout	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers	1	0		SKT
scouter	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SKTR
scouts	6	0	1	0	0	1	0	0	eff,english_alpha	1	0	plural:scout	SKTS
scow	4	0	1	0	0	1	0	0	english_alpha	0	0		SK
scowl	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		SKL
scowls	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SKLS
scows	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:scow	SKS
scrag	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		SKRK
scraggy	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SKRJ
scrags	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:scrag	SKRKS
scrap	5	1	1	0	0	1	1	0	bip39,eff,english_alpha,simple_adjectives,wordle_answers	1	0		SKRP
scrape	6	0	1	0	0	1	0	0	english_alpha	0	0	profanity_substr:rape	SKRP
scraped	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	profanity_substr:rape	SKRPT
scraper	7	0	1	0	0	1	0	0	english_alpha	0	0	profanity_substr:rape	SKRPR
scrapes	7	0	1	0	0	1	0	0	english_alpha	0	0	profanity_substr:rape	SKRPS
scrapie	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	SKRP
scrappy	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SKRP
scraps	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:scrap	SKRPS
scratch	7	1	1	0	0	1	1	0	eff,english_alpha,google_10000,simple_adjectives	1	0		SKRX
scrawl	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SKRL
scrawls	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SKRLS
scrawly	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SKRL
scrawny	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		SKRN
screaky	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SKRK
scream	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	SKRM
screams	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	SKRMS
scree	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		SKR
screech	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	SKRX
screed	6	0	1	0	0	1	0	0	english_alpha	0	0	past_tense:scree	SKRT
screeds	7	0	1	0	0	1	0	0	english_alpha	0	0		SKRTS
screen	6	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		SKRN
screens	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		SKRNS
screes	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:scree	SKRS
screw	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_answers	1	0		SKR
screwed	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SKRWT
screws	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:screw	SKRS
screwy	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SKR
scribal	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SKRBL
scribe	6	0	1	0	0	1	0	0	eff,english_alpha	1	0	proper_noun:lex_heuristic	SKRB
scriber	7	0	1	0	0	1	0	0	english_alpha	0	0		SKRBR
scribes	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SKRBS
scrim	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		SKRM
scrimp	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SKRMP
scrimpy	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SKRMP
scrims	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:scrim	SKRMS
scrimy	6	1	0	0	1	0	0	0	english_alpha	0	0		SKRM
scrip	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		SKRP
scrips	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:scrip	SKRPS
script	6	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		SKRPT
scripts	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic	SKRPTS
scrod	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		SKRT
scrods	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:scrod	SKRTS
scroggy	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SKRJ
scroll	6	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		SKRL
scrolls	7	0	1	0	0	1	0	0	english_alpha	0	0		SKRLS
scrooge	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		SKRJ
scrota	6	0	1	0	0	1	0	0	english_alpha	0	0		SKRT
scrotal	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SKRTL
scrotum	7	0	1	0	0	1	0	0	english_alpha	0	0	body_medical:manual	SKRTM
scrub	5	1	1	0	1	1	1	0	bip39,english_alpha,simple_adjectives,wordle_answers	1	0		SKRB
scrubby	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SKRB
scrubs	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:scrub	SKRBS
scruff	6	0	1	0	0	1	0	0	english_alpha	0	0		SKRF
scruffs	7	0	1	0	0	1	0	0	english_alpha	0	0		SKRFS
scruffy	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		SKRF
scrum	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0	formal_clinical:adj_manual	SKRM
scrumpy	7	0	1	0	0	1	0	0	english_alpha	0	0		SKRMP
scrums	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:scrum	SKRMS
scrunch	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		SKRNX
scruple	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	SKRPL
scsi	4	0	1	0	0	1	0	0	google_10000	1	0		SKS
scuba	5	0	1	0	0	1	0	0	eff,english_alpha,google_10000,wordle_answers	1	0		SKB
scubas	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:scuba	SKBS
scud	4	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	SKT
scuds	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:scud	SKTS
scuff	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_guesses	1	0		SKF
scuffer	7	0	1	0	0	1	0	0	english_alpha	0	0		SKFR
scuffle	7	0	1	0	0	1	0	0	english_alpha	0	0		SKFL
scuffs	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:scuff	SKFS
scull	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		SKL
sculler	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SKLR
sculls	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:scull	SKLS
sculpin	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	SKLPN
scum	4	0	1	0	0	1	0	0	english_alpha	0	0		SKM
scumble	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	SKMBL
scummy	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SKM
scums	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:scum	SKMS
scungy	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SKNJ
scunner	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	SKNR
scup	4	0	1	0	0	1	0	0	english_alpha	0	0		SKP
scupper	7	0	1	0	0	1	0	0	english_alpha	0	0		SKPR
scups	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:scup	SKPS
scurf	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		SKRF
scurfs	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:scurf	SKRFS
scurfy	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SKRF
scurry	6	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0		SKR
scurvy	6	1	1	0	1	1	1	0	eff,english_alpha,simple_adjectives	1	0		SKRF
scut	4	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	SKT
scutate	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SKTT
scute	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		SKT
scutes	6	0	1	0	0	1	0	0	english_alpha	0	1	plural:scute	SKTS
scuts	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:scut	SKTS
scuttle	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		SKTL
scylla	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SSL
scyphi	6	0	1	0	0	1	0	0	english_alpha	0	0		SSF
scyphus	7	0	1	0	0	1	0	0	english_alpha	0	0		SSFS
scythe	6	0	1	0	0	1	0	0	english_alpha	0	0		SS0
scythes	7	0	1	0	0	1	0	0	english_alpha	0	0		SS0S
seabag	6	0	1	0	0	1	0	0	english_alpha	0	0		SBK
seabags	7	0	1	0	0	1	0	0	english_alpha	0	0		SBKS
seabed	6	0	1	0	0	1	0	0	english_alpha	0	0		SBT
seabeds	7	0	1	0	0	1	0	0	english_alpha	0	0		SBTS
seabird	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	SBRT
seafood	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		SFT
seafowl	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	SFL
seagirt	7	1	0	0	1	0	0	0	english_alpha	0	0		SJRT
seagull	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	SKL
seal	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		SL
sealant	7	0	1	0	0	1	0	0	english_alpha	0	0		SLNT
sealed	6	1	0	0	1	0	1	0	english_alpha,google_10000,simple_adjectives	1	0		SLT
sealer	6	0	1	0	0	1	0	0	english_alpha	0	0		SLR
sealers	7	0	1	0	0	1	0	0	english_alpha	0	0		SLRS
sealing	7	0	1	0	0	1	0	0	english_alpha	0	0	gerund:seal	SLNK
seals	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:seal	SLS
seam	4	0	1	0	0	1	0	0	english_alpha	0	0		SM
seaman	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SMN
seamed	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SMT
seamen	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SMN
seamier	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	comparative:seamy	SMR
seams	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:seam	SMS
seamy	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		SM
seance	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	SNS
seances	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	SNSS
seaport	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SPRT
sear	4	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SR
search	6	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0	abstract_corporate:noun_manual	SRX
seared	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SRT
searer	6	1	0	0	1	0	0	0	english_alpha	0	0	comparative:sear	SRR
searest	7	1	0	0	1	0	0	0	english_alpha	0	0	superlative:sear	SRST
searing	7	1	0	0	1	0	0	0	english_alpha	0	0		SRNK
seas	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		SS
seasick	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SSK
seaside	7	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0		SST
season	6	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		SSN
seasons	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		SSNS
seat	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		ST
seated	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		STT
seating	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	gerund:seat	STNK
seats	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses	1	0	plural:seat	STS
seattle	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic	STL
seawall	7	0	1	0	0	1	0	0	english_alpha	0	0		SWL
seaward	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0		SWRT
seaway	6	0	1	0	0	1	0	0	english_alpha	0	0		SW
seaways	7	0	1	0	0	1	0	0	english_alpha	0	0		SWS
seaweed	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	SWT
sebacic	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SBSK
sebum	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		SBM
sebums	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:sebum	SBMS
secale	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	SKL
secant	6	0	1	0	0	1	0	0	english_alpha	0	0		SKNT
secants	7	0	1	0	0	1	0	0	english_alpha	0	0		SKNTS
seckel	6	0	1	0	0	1	0	0	english_alpha	0	0		SKL
seconal	7	0	1	0	0	1	0	0	english_alpha	0	0		SKNL
second	6	1	1	0	1	1	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives	1	0		SKNT
secondi	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SKNT
secondo	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SKNT
seconds	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		SKNTS
secpar	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	SKPR
secpars	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	SKPRS
secrecy	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		SKRS
secret	6	1	1	0	1	1	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives	1	0		SKRT
secrets	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		SKRTS
secs	4	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	SKS
sect	4	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	SKT
sectary	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SKTR
sectile	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SKTL
section	7	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		SKXN
sector	6	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0	abstract_corporate:noun_manual	SKTR
sectors	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		SKTRS
sects	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:sect	SKTS
secular	7	1	1	0	1	1	1	0	eff,english_alpha,simple_adjectives	1	0		SKLR
secund	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SKNT
secure	6	1	0	0	1	0	1	0	english_alpha,google_10000,simple_adjectives	1	0		SKR
secured	7	1	0	0	0	0	1	0	english_alpha,google_10000,simple_adjectives	1	0		SKRT
securer	7	1	1	0	1	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	SKRR
sedan	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers	1	0		STN
sedans	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:sedan	STNS
sedate	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		STT
sedated	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		STTT
sedater	7	1	0	0	1	0	0	0	english_alpha	0	0	comparative:sedate	STTR
seder	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		STR
seders	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:seder	STRS
sedge	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		SJ
sedged	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SJT
sedges	6	0	1	0	0	1	0	0	english_alpha	0	1	plural:sedge	SJS
sedgy	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		SJ
seduced	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		STST
seducer	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	STSR
sedum	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		STM
sedums	6	0	1	0	0	1	0	0	english_alpha	0	1	plural:sedum	STMS
seeable	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SBL
seed	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		ST
seedbed	7	0	1	0	0	1	0	0	english_alpha	0	0		STBT
seeded	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		STT
seeder	6	0	1	0	0	1	0	0	english_alpha	0	0		STR
seeders	7	0	1	0	0	1	0	0	english_alpha	0	0		STRS
seedier	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	comparative:seedy	STR
seedman	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	STMN
seedmen	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	STMN
seedpod	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	STPT
seeds	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses	1	0	plural:seed	STS
seedy	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_answers	1	0		ST
seeing	6	1	1	0	1	1	1	0	english_alpha,google_10000,simple_adjectives	1	0		SNK
seeings	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	SNKS
seek	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		SK
seeker	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		SKR
seekers	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		SKRS
seeking	7	1	1	0	0	1	1	0	english_alpha,google_10000,simple_adjectives	1	0		SKNK
seeks	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses	1	0	plural:seek	SKS
seely	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		SL
seeming	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SMNK
seemly	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		SML
